Group Report - Group All params,,,,,,
,,,,,,
Date,Time,US Embassy-New Delhi,US Consulate-Chennai,US Consulate-Kolkata,US Consulate-Mumbai,US Consulate-Hyderabad
,,PM2.5_Delhi,PM2.5_Chennai,PM2.5_Kolkata,PM2.5_Mum,PM2.5_HYD
,,µg/m3,µg/m3,µg/m3,µg/m3,µg/m3
30/01/2016,6:00 PM,296,---,128,143,53
30/01/2016,7:00 PM,405,---,154,132,63
30/01/2016,8:00 PM,552,---,271,145,79
30/01/2016,9:00 PM,470,---,163,145,82
30/01/2016,10:00 PM,530,---,153,132,86
30/01/2016,11:00 PM,493,---,143,143,86
30/01/2016 24:00 AM,,528,---,138,127,92
31/01/2016,1:00 AM,496,---,125,107,96
31/01/2016,2:00 AM,466,---,111,113,132
31/01/2016,3:00 AM,419,---,102,103,111
31/01/2016,4:00 AM,387,---,91,91,78
31/01/2016,5:00 AM,349,---,---,76,149
31/01/2016,6:00 AM,334,---,92,86,103
31/01/2016,7:00 AM,345,---,90,101,124
31/01/2016,8:00 AM,327,---,91,187,173
31/01/2016,9:00 AM,286,---,80,175,137
31/01/2016,10:00 AM,310,---,100,143,95
31/01/2016,11:00 AM,251,---,100,130,81
31/01/2016,12:00 PM,209,---,119,136,74
31/01/2016,1:00 PM,174,---,122,112,66
31/01/2016,2:00 PM,128,---,116,85,69
31/01/2016,3:00 PM,90,---,98,69,73
31/01/2016,4:00 PM,76,---,101,57,57
31/01/2016,5:00 PM,117,---,70,83,48
31/01/2016,6:00 PM,119,---,80,72,56
31/01/2016,7:00 PM,122,NoData,115,74,61
31/01/2016,8:00 PM,155,---,169,96,81
31/01/2016,9:00 PM,143,---,251,104,77
31/01/2016,10:00 PM,119,---,211,108,88
31/01/2016,11:00 PM,111,---,188,136,91
31/01/2016 24:00 AM,,99,---,228,157,135
