"AIR QUALITY REPORT-US EMBASSY, NEW DELHI and CONSULATES ( YR 2013)",,,,,,,,,,,,
Date,Time,US Embassy-New Delhi,US Embassy-New Delhi,US Consulate-Chennai,US Consulate-Chennai,US Consulate-Kolkata,US Consulate-Kolkata,US Consulate-Mumbai,US Consulate-Mumbai,US Consulate-Hyderabad,US Consulate-Hyderabad,
,,PM2.5_Delhi,PM2.5_Delhi_AQI,PM2.5_Chennai,PM2.5_CHN_AQI,PM2.5_Kolkata,PM2.5_KOL_AQI,PM2.5_Mum,PM2.5_MUM_AQI,PM2.5_HYD,PM2.5_HYD_AQI,
,,µg/m3,µg/m3,µg/m3,ug/m3,µg/m3,µg/m3,µg/m3,ug/m3,µg/m3,ug/m3,
11/6/2013,6:00 AM,57,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,7:00 AM,51,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,8:00 AM,76,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,9:00 AM,43,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,10:00 AM,40,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,11:00 AM,27,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,12:00 PM,31,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,1:00 PM,18,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,2:00 PM,23,150,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,3:00 PM,22,147,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,4:00 PM,20,144,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,5:00 PM,16,140,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,6:00 PM,18,135,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,7:00 PM,24,130,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,8:00 PM,29,122,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,9:00 PM,27,115,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,10:00 PM,42,107,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/6/2013,11:00 PM,41,102,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
11/06/2013 24:00 AM,,47,96,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,1:00 AM,46,93,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,2:00 AM,49,91,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,3:00 AM,48,91,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,4:00 AM,31,92,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,5:00 AM,34,91,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,6:00 AM,29,90,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,7:00 AM,25,88,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,8:00 AM,38,86,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,9:00 AM,40,83,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,10:00 AM,46,82,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,11:00 AM,57,83,NoData,NoData,NoData,NoData,55,NoData,PwrFail,NoData,
12/6/2013,12:00 PM,62,85,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,1:00 PM,59,88,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,2:00 PM,64,91,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,3:00 PM,57,95,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,4:00 PM,118,98,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,5:00 PM,59,106,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,6:00 PM,94,110,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,7:00 PM,74,116,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,8:00 PM,93,120,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
12/6/2013,9:00 PM,55,125,NoData,NoData,NoData,NoData,66.6,NoData,85,NoData,
12/6/2013,10:00 PM,59,128,NoData,NoData,NoData,NoData,64,NoData,78,NoData,
12/6/2013,11:00 PM,64,129,NoData,NoData,NoData,NoData,PwrFail,NoData,83,NoData,
12/06/2013 24:00 AM,,76,131,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,1:00 AM,77,133,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,2:00 AM,83,136,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,3:00 AM,86,139,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,4:00 AM,71,142,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,5:00 AM,71,145,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,6:00 AM,61,148,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,7:00 AM,55,150,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,8:00 AM,70,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,9:00 AM,65,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,10:00 AM,33,153,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,11:00 AM,39,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,12:00 PM,33,152,NoData,NoData,NoData,NoData,NoData,NoData,83,NoData,
13/06/2013,1:00 PM,47,151,NoData,NoData,NoData,NoData,NoData,NoData,71,NoData,
13/06/2013,2:00 PM,69,151,NoData,NoData,NoData,NoData,NoData,NoData,77,NoData,
13/06/2013,3:00 PM,56,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,4:00 PM,43,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,5:00 PM,46,146,NoData,NoData,NoData,NoData,NoData,NoData,77,NoData,
13/06/2013,6:00 PM,33,145,NoData,NoData,NoData,NoData,NoData,NoData,85,NoData,
13/06/2013,7:00 PM,45,140,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,8:00 PM,48,138,NoData,NoData,NoData,NoData,NoData,NoData,82,NoData,
13/06/2013,9:00 PM,52,134,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,10:00 PM,54,134,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013,11:00 PM,54,133,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
13/06/2013 24:00 AM,,60,133,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,1:00 AM,60,131,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,2:00 AM,63,130,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,3:00 AM,72,128,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,4:00 AM,73,127,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,5:00 AM,82,127,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,6:00 AM,80,128,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,7:00 AM,128,130,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,8:00 AM,222,136,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,9:00 AM,120,148,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,10:00 AM,82,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,11:00 AM,61,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,12:00 PM,49,153,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,1:00 PM,61,153,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,2:00 PM,51,153,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,3:00 PM,36,153,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,4:00 PM,43,153,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,5:00 PM,40,153,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,6:00 PM,58,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,7:00 PM,55,153,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,8:00 PM,59,153,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,9:00 PM,59,153,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,10:00 PM,74,154,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013,11:00 PM,118,154,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
14/06/2013 24:00 AM,,102,156,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,1:00 AM,86,157,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,2:00 AM,54,157,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,3:00 AM,46,157,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,4:00 AM,48,156,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,5:00 AM,40,156,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,6:00 AM,30,155,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,7:00 AM,27,154,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,8:00 AM,22,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,9:00 AM,24,137,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,10:00 AM,33,129,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,11:00 AM,23,125,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,12:00 PM,18,122,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,1:00 PM,19,119,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,2:00 PM,21,116,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,3:00 PM,28,114,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,4:00 PM,30,113,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,5:00 PM,33,112,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,6:00 PM,22,111,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,7:00 PM,41,108,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,8:00 PM,25,107,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,9:00 PM,30,104,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,10:00 PM,32,102,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013,11:00 PM,27,98,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
15/06/2013 24:00 AM,,32,90,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,1:00 AM,35,85,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,2:00 AM,31,80,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,3:00 AM,29,78,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,4:00 AM,24,77,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,5:00 AM,32,75,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,6:00 AM,35,74,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,7:00 AM,38,75,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,8:00 AM,37,76,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,9:00 AM,38,77,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,10:00 AM,43,78,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,11:00 AM,51,79,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,12:00 PM,49,81,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,1:00 PM,62,84,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,2:00 PM,40,87,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,3:00 PM,37,89,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,4:00 PM,37,90,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,5:00 PM,45,90,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,6:00 PM,60,91,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,7:00 PM,66,94,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,8:00 PM,50,96,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,9:00 PM,41,98,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,10:00 PM,55,100,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013,11:00 PM,23,102,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
16/06/2013 24:00 AM,,22,102,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,1:00 AM,24,101,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,2:00 AM,22,99,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,3:00 AM,26,98,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,4:00 AM,28,98,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,5:00 AM,25,98,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,6:00 AM,29,98,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,7:00 AM,30,97,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,8:00 AM,26,97,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,9:00 AM,30,96,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,10:00 AM,41,95,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,11:00 AM,56,95,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,12:00 PM,47,95,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,1:00 PM,71,95,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,2:00 PM,66,96,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,3:00 PM,50,98,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,4:00 PM,36,100,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,5:00 PM,34,99,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,6:00 PM,30,98,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,7:00 PM,44,96,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,8:00 PM,41,94,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,9:00 PM,58,93,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,10:00 PM,94,95,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013,11:00 PM,48,98,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
17/06/2013 24:00 AM,,65,101,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,1:00 AM,64,104,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,2:00 AM,60,107,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,3:00 AM,70,111,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,4:00 AM,128,114,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,5:00 AM,86,122,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,6:00 AM,106,127,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,7:00 AM,123,134,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,8:00 AM,162,141,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,9:00 AM,194,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,10:00 AM,196,155,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,11:00 AM,166,159,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,12:00 PM,113,161,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,1:00 PM,80,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,2:00 PM,69,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,3:00 PM,75,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,4:00 PM,60,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,5:00 PM,62,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,6:00 PM,62,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,7:00 PM,57,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,8:00 PM,53,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,9:00 PM,53,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,10:00 PM,58,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013,11:00 PM,63,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
18/06/2013 24:00 AM,,74,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,1:00 AM,61,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,2:00 AM,46,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,3:00 AM,48,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,4:00 AM,56,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,5:00 AM,52,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,6:00 AM,50,162,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,7:00 AM,66,161,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,8:00 AM,66,160,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,9:00 AM,58,157,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,10:00 AM,53,154,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,11:00 AM,84,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,12:00 PM,109,145,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,1:00 PM,83,145,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,2:00 PM,65,145,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,3:00 PM,57,145,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,4:00 PM,62,143,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,5:00 PM,66,143,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,6:00 PM,43,144,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,7:00 PM,62,142,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,8:00 PM,113,143,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,9:00 PM,153,147,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,10:00 PM,175,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013,11:00 PM,149,155,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
19/06/2013 24:00 AM,,158,157,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,1:00 AM,162,159,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,2:00 AM,164,161,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,3:00 AM,146,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,4:00 AM,100,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,5:00 AM,100,167,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,6:00 AM,99,169,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,7:00 AM,125,170,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,8:00 AM,89,171,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,9:00 AM,72,172,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,10:00 AM,56,172,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,11:00 AM,52,172,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,12:00 PM,57,171,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,1:00 PM,54,170,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,2:00 PM,53,169,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,3:00 PM,54,169,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,4:00 PM,54,169,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,5:00 PM,48,169,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,6:00 PM,54,168,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,7:00 PM,67,169,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,8:00 PM,86,169,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,9:00 PM,93,168,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,10:00 PM,131,167,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013,11:00 PM,122,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
20/06/2013 24:00 AM,,139,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,1:00 AM,148,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,2:00 AM,128,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,3:00 AM,119,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,4:00 AM,118,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,5:00 AM,109,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,6:00 AM,108,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,7:00 AM,114,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,8:00 AM,96,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,9:00 AM,70,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,10:00 AM,63,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,11:00 AM,72,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,12:00 PM,77,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,1:00 PM,62,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,2:00 PM,59,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,3:00 PM,48,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,4:00 PM,52,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,5:00 PM,50,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,6:00 PM,52,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,7:00 PM,72,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,8:00 PM,116,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,9:00 PM,123,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,10:00 PM,135,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013,11:00 PM,170,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
21/06/2013 24:00 AM,,174,168,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
22/06/2013,1:00 AM,155,168,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
22/06/2013,2:00 AM,152,169,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
22/06/2013,3:00 AM,111,169,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
22/06/2013,4:00 AM,107,169,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
22/06/2013,5:00 AM,85,169,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
22/06/2013,6:00 AM,66,168,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
22/06/2013,7:00 AM,52,167,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
22/06/2013,8:00 AM,53,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
