"AIR QUALITY REPORT-US EMBASSY, NEW DELHI and CONSULATES ( YR 2013)",,,,,,,,,,,,
Date,Time,US Embassy-New Delhi,US Embassy-New Delhi,US Consulate-Chennai,US Consulate-Chennai,US Consulate-Kolkata,US Consulate-Kolkata,US Consulate-Mumbai,US Consulate-Mumbai,US Consulate-Hyderabad,US Consulate-Hyderabad,
,,PM2.5_Delhi,PM2.5_Delhi_AQI,PM2.5_Chennai,PM2.5_CHN_AQI,PM2.5_Kolkata,PM2.5_KOL_AQI,PM2.5_Mum,PM2.5_MUM_AQI,PM2.5_HYD,PM2.5_HYD_AQI,
,,µg/m3,µg/m3,µg/m3,ug/m3,µg/m3,µg/m3,µg/m3,ug/m3,µg/m3,ug/m3,
30/01/2013,9:00 AM,220.3,290,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,10:00 AM,244.6,285,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,11:00 AM,200,285,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,12:00 PM,187.6,285,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,1:00 PM,183.4,283,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,2:00 PM,187,284,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,3:00 PM,181.7,284,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,4:00 PM,277.2,285,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,5:00 PM,240,292,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,6:00 PM,214.4,298,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,7:00 PM,207.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,8:00 PM,221.1,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,9:00 PM,270.3,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,10:00 PM,384.6,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013,11:00 PM,377.5,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
30/01/2013 24:00 AM,,344.3,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,1:00 AM,322.7,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,2:00 AM,331.9,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,3:00 AM,346.3,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,4:00 AM,388,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,5:00 AM,361.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,6:00 AM,334.1,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,7:00 AM,338.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,8:00 AM,387,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,9:00 AM,379.4,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,10:00 AM,458.6,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,11:00 AM,569.6,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,12:00 PM,411.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,1:00 PM,330.6,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,2:00 PM,125.9,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,3:00 PM,204,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,4:00 PM,239.2,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,5:00 PM,200.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,6:00 PM,170.3,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,7:00 PM,152.9,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,8:00 PM,219.1,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,9:00 PM,265.4,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,10:00 PM,345.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013,11:00 PM,372.5,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
31/01/2013 24:00 AM,,417.2,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,1:00 AM,436.6,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,2:00 AM,483.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,3:00 AM,498.2,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,4:00 AM,554,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,5:00 AM,577.9,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,6:00 AM,543.3,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,7:00 AM,445.7,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,8:00 AM,453.2,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,9:00 AM,418.5,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,10:00 AM,265.6,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,11:00 AM,200.4,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,12:00 PM,257.9,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,1:00 PM,289,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,2:00 PM,215.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,3:00 PM,219.2,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,4:00 PM,132.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,5:00 PM,143.5,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,6:00 PM,150.5,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,7:00 PM,173,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,8:00 PM,229.7,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,9:00 PM,287.6,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,10:00 PM,300.4,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
1/2/2013,11:00 PM,364.9,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
01/02/2013 24:00 AM,,343.5,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,1:00 AM,407.2,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,2:00 AM,446.5,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,3:00 AM,450,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,4:00 AM,410.2,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,5:00 AM,385.7,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,6:00 AM,366.6,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,7:00 AM,337.1,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,8:00 AM,337.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,9:00 AM,322.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,10:00 AM,319.2,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,11:00 AM,303.4,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,12:00 PM,231.4,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,1:00 PM,221.6,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,2:00 PM,203.5,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,3:00 PM,195,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,4:00 PM,166.9,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,5:00 PM,137.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,6:00 PM,110,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,7:00 PM,116.4,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,8:00 PM,196,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,9:00 PM,165.3,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,10:00 PM,263.7,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
2/2/2013,11:00 PM,321.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
02/02/2013 24:00 AM,,294.5,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,1:00 AM,317.7,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,2:00 AM,350.4,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,3:00 AM,313.2,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,4:00 AM,262.4,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,5:00 AM,242.9,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,6:00 AM,252.8,500,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,7:00 AM,237.4,298,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,8:00 AM,228.9,294,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,9:00 AM,217.6,289,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,10:00 AM,248,285,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,11:00 AM,208.4,282,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,12:00 PM,183.5,278,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,1:00 PM,121.6,276,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,2:00 PM,78.1,272,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,3:00 PM,78.8,267,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,4:00 PM,67,262,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,5:00 PM,105.6,258,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,6:00 PM,97.5,257,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,7:00 PM,66.4,256,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,8:00 PM,73.8,254,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,9:00 PM,112.1,249,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,10:00 PM,139.7,247,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
3/2/2013,11:00 PM,148.9,242,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
03/02/2013 24:00 AM,,146.1,235,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,1:00 AM,137,228,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,2:00 AM,177.3,221,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,3:00 AM,195.2,214,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,4:00 AM,210.6,209,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,5:00 AM,208.1,207,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,6:00 AM,246.7,205,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,7:00 AM,231,205,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,8:00 AM,242.9,205,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,9:00 AM,229.4,205,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,10:00 AM,233.7,206,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,11:00 AM,218.8,205,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,12:00 PM,252.3,206,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,1:00 PM,372.9,209,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,2:00 PM,229.1,219,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,3:00 PM,211.9,225,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,4:00 PM,140.9,231,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,5:00 PM,60.5,234,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,6:00 PM,41.4,232,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,7:00 PM,46.2,230,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,8:00 PM,49.7,229,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,9:00 PM,59.2,228,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,10:00 PM,62.6,226,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
4/2/2013,11:00 PM,69.6,222,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
04/02/2013 24:00 AM,,64.2,219,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,1:00 AM,68.2,216,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,2:00 AM,83.2,213,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,3:00 AM,85.9,209,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,4:00 AM,86.3,205,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,5:00 AM,103.1,199,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,6:00 AM,105.1,196,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,7:00 AM,105.8,193,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,8:00 AM,90.9,190,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,9:00 AM,88.3,186,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,10:00 AM,67,183,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,11:00 AM,80.2,179,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,12:00 PM,82.1,175,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,1:00 PM,75,171,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,2:00 PM,71,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,3:00 PM,67,160,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,4:00 PM,70,157,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,5:00 PM,58,155,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,6:00 PM,58,155,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,7:00 PM,59,155,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,8:00 PM,58,156,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,9:00 PM,78,156,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,10:00 PM,83,156,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
5/2/2013,11:00 PM,80,157,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
05/02/2013 24:00 AM,,75,157,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,1:00 AM,69,157,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,2:00 AM,65,157,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,3:00 AM,54,157,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,4:00 AM,53,156,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,5:00 AM,62,155,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,6:00 AM,60,154,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,7:00 AM,61,153,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,8:00 AM,56,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,9:00 AM,69,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,10:00 AM,83,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,11:00 AM,74,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,12:00 PM,74,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,1:00 PM,56,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,2:00 PM,28,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,3:00 PM,23,148,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,4:00 PM,18,144,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,5:00 PM,27,140,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,6:00 PM,27,137,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,7:00 PM,42,135,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,8:00 PM,54,133,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,9:00 PM,77,133,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,10:00 PM,77,133,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
6/2/2013,11:00 PM,58,132,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
06/02/2013 24:00 AM,,52,131,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,1:00 AM,46,129,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,2:00 AM,51,127,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,3:00 AM,48,126,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,4:00 AM,48,125,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,5:00 AM,52,125,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,6:00 AM,47,124,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,7:00 AM,45,123,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,8:00 AM,64,122,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,9:00 AM,66,122,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,10:00 AM,77,122,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,11:00 AM,71,121,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,12:00 PM,46,121,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,1:00 PM,30,119,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,2:00 PM,31,117,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,3:00 PM,27,117,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,4:00 PM,25,117,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,5:00 PM,24,118,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,6:00 PM,39,118,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,7:00 PM,45,119,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,8:00 PM,71,119,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,9:00 PM,76,120,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,10:00 PM,80,120,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
7/2/2013,11:00 PM,91,120,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
07/02/2013 24:00 AM,,115,123,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,1:00 AM,104,128,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,2:00 AM,96,133,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,3:00 AM,116,137,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,4:00 AM,132,142,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,5:00 AM,98,150,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,6:00 AM,98,151,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,7:00 AM,106,152,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,8:00 AM,115,154,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,9:00 AM,130,155,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,10:00 AM,103,157,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,11:00 AM,92,157,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,12:00 PM,80,158,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,1:00 PM,61,159,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,2:00 PM,59,159,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,3:00 PM,57,160,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,4:00 PM,57,161,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,5:00 PM,56,161,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,6:00 PM,49,162,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,7:00 PM,65,162,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,8:00 PM,101,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,9:00 PM,130,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,10:00 PM,104,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
8/2/2013,11:00 PM,114,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
08/02/2013 24:00 AM,,118,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,1:00 AM,99,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,2:00 AM,90,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,3:00 AM,85,166,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,4:00 AM,85,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,5:00 AM,99,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,6:00 AM,84,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,7:00 AM,125,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,8:00 AM,146,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,9:00 AM,99,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,10:00 AM,75,164,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,11:00 AM,78,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,12:00 PM,64,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,1:00 PM,68,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,2:00 PM,54,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,3:00 PM,38,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,4:00 PM,44,162,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,5:00 PM,39,162,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,6:00 PM,52,162,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,7:00 PM,70,162,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,8:00 PM,102,162,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,9:00 PM,160,162,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,10:00 PM,196,163,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
9/2/2013,11:00 PM,252,165,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
09/02/2013 24:00 AM,,268,168,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
10/2/2013,1:00 AM,273,172,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
10/2/2013,2:00 AM,262,176,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
10/2/2013,3:00 AM,237,180,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
10/2/2013,4:00 AM,227,184,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
10/2/2013,5:00 AM,261,187,NoData,NoData,NoData,NoData,NoData,NoData,NoData,NoData,
